,GO_id,GO_name,GO_kind
46163,GO:2000247,positive regulation of establishment or maintenance of bipolar cell polarity regulating cell shape,biological_process
46164,GO:2000248,negative regulation of establishment or maintenance of neuroblast polarity,biological_process
46165,GO:2000249,regulation of actin cytoskeleton reorganization,biological_process
46166,GO:2000250,negative regulation of actin cytoskeleton reorganization,biological_process
46167,GO:2000251,positive regulation of actin cytoskeleton reorganization,biological_process
46168,GO:2000252,negative regulation of feeding behavior,biological_process
46169,GO:2000253,positive regulation of feeding behavior,biological_process
46170,GO:2000254,regulation of male germ cell proliferation,biological_process
46171,GO:2000255,negative regulation of male germ cell proliferation,biological_process
46172,GO:2000256,positive regulation of male germ cell proliferation,biological_process
46173,GO:2000257,regulation of protein activation cascade,biological_process
46174,GO:2000258,negative regulation of protein activation cascade,biological_process
46175,GO:2000259,positive regulation of protein activation cascade,biological_process
46176,GO:2000260,"regulation of blood coagulation, common pathway",biological_process
46177,GO:2000261,"negative regulation of blood coagulation, common pathway",biological_process
46178,GO:2000262,"positive regulation of blood coagulation, common pathway",biological_process
46179,GO:2000263,"regulation of blood coagulation, extrinsic pathway",biological_process
46180,GO:2000264,"negative regulation of blood coagulation, extrinsic pathway",biological_process
46181,GO:2000265,"positive regulation of blood coagulation, extrinsic pathway",biological_process
46182,GO:2000266,"regulation of blood coagulation, intrinsic pathway",biological_process
46183,GO:2000267,"negative regulation of blood coagulation, intrinsic pathway",biological_process
46184,GO:2000268,"positive regulation of blood coagulation, intrinsic pathway",biological_process
46185,GO:2000269,regulation of fibroblast apoptotic process,biological_process
46186,GO:2000270,negative regulation of fibroblast apoptotic process,biological_process
46187,GO:2000271,positive regulation of fibroblast apoptotic process,biological_process
46188,GO:2000272,negative regulation of signaling receptor activity,biological_process
46189,GO:2000273,positive regulation of signaling receptor activity,biological_process
46190,GO:2000274,"regulation of epithelial cell migration, open tracheal system",biological_process
46191,GO:2000275,regulation of oxidative phosphorylation uncoupler activity,biological_process
46192,GO:2000276,negative regulation of oxidative phosphorylation uncoupler activity,biological_process
46193,GO:2000277,positive regulation of oxidative phosphorylation uncoupler activity,biological_process
46194,GO:2000278,regulation of DNA biosynthetic process,biological_process
46195,GO:2000279,negative regulation of DNA biosynthetic process,biological_process
46196,GO:2000280,regulation of root development,biological_process
46197,GO:2000281,regulation of histone H3-T3 phosphorylation,biological_process
46198,GO:2000282,regulation of cellular amino acid biosynthetic process,biological_process
46199,GO:2000283,negative regulation of cellular amino acid biosynthetic process,biological_process
46200,GO:2000284,positive regulation of cellular amino acid biosynthetic process,biological_process
46201,GO:2000285,obsolete negative regulation of regulation of excitatory postsynaptic membrane potential,biological_process
46202,GO:2000286,receptor internalization involved in canonical Wnt signaling pathway,biological_process
46203,GO:2000287,positive regulation of myotome development,biological_process
46204,GO:2000288,positive regulation of myoblast proliferation,biological_process
46205,GO:2000289,regulation of photoreceptor cell axon guidance,biological_process
46206,GO:2000290,regulation of myotome development,biological_process
46207,GO:2000291,regulation of myoblast proliferation,biological_process
46208,GO:2000292,regulation of defecation,biological_process
46209,GO:2000293,negative regulation of defecation,biological_process
46210,GO:2000294,positive regulation of defecation,biological_process
46211,GO:2000295,regulation of hydrogen peroxide catabolic process,biological_process
46212,GO:2000296,negative regulation of hydrogen peroxide catabolic process,biological_process
46213,GO:2000297,negative regulation of synapse maturation,biological_process
46214,GO:2000298,regulation of Rho-dependent protein serine/threonine kinase activity,biological_process
46215,GO:2000299,negative regulation of Rho-dependent protein serine/threonine kinase activity,biological_process
46216,GO:2000300,regulation of synaptic vesicle exocytosis,biological_process
46217,GO:2000301,negative regulation of synaptic vesicle exocytosis,biological_process
46218,GO:2000302,positive regulation of synaptic vesicle exocytosis,biological_process
46219,GO:2000303,regulation of ceramide biosynthetic process,biological_process
46220,GO:2000304,positive regulation of ceramide biosynthetic process,biological_process
46221,GO:2000305,semaphorin-plexin signaling pathway involved in regulation of photoreceptor cell axon guidance,biological_process
46222,GO:2000306,positive regulation of photomorphogenesis,biological_process
46223,GO:2000307,regulation of tumor necrosis factor (ligand) superfamily member 11 production,biological_process
46224,GO:2000308,negative regulation of tumor necrosis factor (ligand) superfamily member 11 production,biological_process
46225,GO:2000309,positive regulation of tumor necrosis factor (ligand) superfamily member 11 production,biological_process
46226,GO:2000310,regulation of NMDA receptor activity,biological_process
46227,GO:2000311,regulation of AMPA receptor activity,biological_process
46228,GO:2000312,regulation of kainate selective glutamate receptor activity,biological_process
46229,GO:2000313,regulation of fibroblast growth factor receptor signaling pathway involved in neural plate anterior/posterior pattern formation,biological_process
46230,GO:2000314,negative regulation of fibroblast growth factor receptor signaling pathway involved in neural plate anterior/posterior pattern formation,biological_process
46231,GO:2000315,positive regulation of fibroblast growth factor receptor signaling pathway involved in neural plate anterior/posterior pattern formation,biological_process
46232,GO:2000316,regulation of T-helper 17 type immune response,biological_process
46233,GO:2000317,negative regulation of T-helper 17 type immune response,biological_process
46234,GO:2000318,positive regulation of T-helper 17 type immune response,biological_process
46235,GO:2000319,regulation of T-helper 17 cell differentiation,biological_process
46236,GO:2000320,negative regulation of T-helper 17 cell differentiation,biological_process
46237,GO:2000321,positive regulation of T-helper 17 cell differentiation,biological_process
46238,GO:2000322,regulation of glucocorticoid receptor signaling pathway,biological_process
46239,GO:2000323,negative regulation of glucocorticoid receptor signaling pathway,biological_process
46240,GO:2000324,positive regulation of glucocorticoid receptor signaling pathway,biological_process
46241,GO:2000325,obsolete regulation of nuclear receptor coactivator activity,biological_process
46242,GO:2000326,obsolete negative regulation of nuclear receptor transcription coactivator activity,biological_process
46243,GO:2000327,obsolete positive regulation of nuclear receptor transcription coactivator activity,biological_process
46244,GO:2000328,regulation of T-helper 17 cell lineage commitment,biological_process
46245,GO:2000329,negative regulation of T-helper 17 cell lineage commitment,biological_process
46246,GO:2000330,positive regulation of T-helper 17 cell lineage commitment,biological_process
46247,GO:2000331,regulation of terminal button organization,biological_process
46248,GO:2000332,regulation of blood microparticle formation,biological_process
46249,GO:2000333,negative regulation of blood microparticle formation,biological_process
46250,GO:2000334,positive regulation of blood microparticle formation,biological_process
46251,GO:2000335,regulation of endothelial microparticle formation,biological_process
46252,GO:2000336,negative regulation of endothelial microparticle formation,biological_process
46253,GO:2000337,positive regulation of endothelial microparticle formation,biological_process
46254,GO:2000338,regulation of chemokine (C-X-C motif) ligand 1 production,biological_process
